Sıra No,Başvuru No,Çevre Kimlik No,İşletme Adı,İşletme Adres,Tesisi İli,Lisans Konuları,İzin Konuları,Belge Türü,Onay Tarihi,SertifikaId
272,549225,225710232,DOĞU KİMYA SANAYİ VE ELEKTRONİK OTOMOTİV MAKİNA TIBBİ CİHAZ HURDA VE HIRDAVAT TEKSTİL KONFEKSİYON TUHAFİYE GIDA PAZARLAMA TİCARET LİMİTED ŞİRKETİ/CEYHAN YOLU ŞUBESİ,"SULUCA Mahallesi, D-400 KARAYOLU BULVAR, No: 71 -, SARIÇAM, ADANA, Türkiye",ADANA,Tehlikeli Atık Geri Kazanım,"Hava Emisyon, Gürültü Kontrolü, Atıksu Deşarjı",Geçici Faaliyet Belgesi,11.02.2022,2764
273,549225,225710232,DOĞU KİMYA SANAYİ VE ELEKTRONİK OTOMOTİV MAKİNA TIBBİ CİHAZ HURDA VE HIRDAVAT TEKSTİL KONFEKSİYON TUHAFİYE GIDA PAZARLAMA TİCARET LİMİTED ŞİRKETİ/CEYHAN YOLU ŞUBESİ,"SULUCA Mahallesi, D-400 KARAYOLU BULVAR, No: 71 -, SARIÇAM, ADANA, Türkiye",ADANA, Tehlikesiz Atık Geri Kazanım,"Hava Emisyon, Gürültü Kontrolü, Atıksu Deşarjı",Geçici Faaliyet Belgesi,11.02.2022,2764
274,548297,536835664,İKRAM KİMYA GIDA OTOMOTİV VE NAKLİYE SANAYİ TİCARET LİMİTED ŞİRKETİ OSMANELİ ŞUBESİ,"CAMİKEBİR Mahallesi, ECZACIBAŞI SOKAK, No: 7 -, OSMANELİ, BİLECİK, Türkiye",BİLECİK,Tehlikeli Atık Geri Kazanım,"Hava Emisyon, Gürültü Kontrolü, Atıksu Deşarjı",Geçici Faaliyet Belgesi,03.02.2022,2764
275,392266,232033058,ANADOLU TEHLİKELİ ATIK Depolama SANAYİ VE TİCARET ANONİM ŞİRKETİ,"MUĞLA,KAFACA Mahallesi, SANAYİ CADDE, No: 13-, MENTEŞE,Türkiye",MUĞLA,Atık Ara Depolama,,İzin ve Lisans Belgesi,23.01.2018,2765
276,546875,230599446,EMG İŞLEME TESİSLERİ GERİ KAZANIM ATIK Depolama LOJİSTİK ÇEVRE İŞ SAĞLIĞI VE GÜVENLİĞİ DANIŞMANLIĞI İNŞAAT DIŞ TİCARET LİMİTED ŞİRKETİ,"Saray Mah., Keresteciler Sitesi, 8. Sokak., No: 29/A-B, Kahramankazan ANKARA",ANKARA,Hurda Metal /ÖTA İşleme,"Hava Emisyon, Gürültü Kontrolü, Atıksu Deşarjı",Geçici Faaliyet Belgesi,07.01.2022,2764
277,546875,230599446,EMG İŞLEME TESİSLERİ GERİ KAZANIM ATIK Depolama LOJİSTİK ÇEVRE İŞ SAĞLIĞI VE GÜVENLİĞİ DANIŞMANLIĞI İNŞAAT DIŞ TİCARET LİMİTED ŞİRKETİ,"Saray Mah., Keresteciler Sitesi, 8. Sokak., No: 29/A-B, Kahramankazan ANKARA",ANKARA, Atık Elektrikli ve Elektronik Eşya İşleme,"Hava Emisyon, Gürültü Kontrolü, Atıksu Deşarjı",Geçici Faaliyet Belgesi,07.01.2022,2764
278,546875,230599446,EMG İŞLEME TESİSLERİ GERİ KAZANIM ATIK Depolama LOJİSTİK ÇEVRE İŞ SAĞLIĞI VE GÜVENLİĞİ DANIŞMANLIĞI İNŞAAT DIŞ TİCARET LİMİTED ŞİRKETİ,"Saray Mah., Keresteciler Sitesi, 8. Sokak., No: 29/A-B, Kahramankazan ANKARA",ANKARA, Atık Ara Depolama,"Hava Emisyon, Gürültü Kontrolü, Atıksu Deşarjı",Geçici Faaliyet Belgesi,07.01.2022,2764
279,546875,230599446,EMG İŞLEME TESİSLERİ GERİ KAZANIM ATIK Depolama LOJİSTİK ÇEVRE İŞ SAĞLIĞI VE GÜVENLİĞİ DANIŞMANLIĞI İNŞAAT DIŞ TİCARET LİMİTED ŞİRKETİ,"Saray Mah., Keresteciler Sitesi, 8. Sokak., No: 29/A-B, Kahramankazan ANKARA",ANKARA, Tehlikeli Atık Ön İşlem Tesisileri,"Hava Emisyon, Gürültü Kontrolü, Atıksu Deşarjı",Geçici Faaliyet Belgesi,07.01.2022,2764
280,546875,230599446,EMG İŞLEME TESİSLERİ GERİ KAZANIM ATIK Depolama LOJİSTİK ÇEVRE İŞ SAĞLIĞI VE GÜVENLİĞİ DANIŞMANLIĞI İNŞAAT DIŞ TİCARET LİMİTED ŞİRKETİ,"Saray Mah., Keresteciler Sitesi, 8. Sokak., No: 29/A-B, Kahramankazan ANKARA",ANKARA, Tehlikesiz Atık Ön İşlem Tesisileri,"Hava Emisyon, Gürültü Kontrolü, Atıksu Deşarjı",Geçici Faaliyet Belgesi,07.01.2022,2764
281,541386,227193778,FERHANLAR GRUP ATIK YÖNETİMİ SANAYİ VE TİCARET ANONİM ŞİRKETİ,"Mustafa Kemal Mahallesi, 23.Sokak, No:85-C, Reyhanlı/HATAY",HATAY,Atık Ara Depolama,"Hava Emisyon, Gürültü Kontrolü, Atıksu Deşarjı",Geçici Faaliyet Belgesi,22.12.2021,2764
282,541386,227193778,FERHANLAR GRUP ATIK YÖNETİMİ SANAYİ VE TİCARET ANONİM ŞİRKETİ,"Mustafa Kemal Mahallesi, 23.Sokak, No:85-C, Reyhanlı/HATAY",HATAY, Atıktan Türetilmiş Yakıt (ATY) Hazırlama Tesisi,"Hava Emisyon, Gürültü Kontrolü, Atıksu Deşarjı",Geçici Faaliyet Belgesi,22.12.2021,2764
283,392771,231436234,LİON ATIK DEĞERLENDİRME GERİ DÖNÜŞÜM OTOMOTİV GAYRİMENKUL DANIŞMANLIĞI NAKLİYE İTHALAT İHRACAT SANAYİ VE TİCARET ANONİM ŞİRKETİ,"İZMİR,SUBAŞI Mahallesi, 232 SOKAK, No: 14-1, TORBALI,Türkiye",İZMİR,Atık Ara Depolama,,İzin ve Lisans Belgesi,20.12.2017,2765
284,528522,222591124,İZAYDAŞ İZMİT ATIK VE ART.ARITMA YAK.VE DEĞER.A.Ş.,"ALİKAHYA ATATÜRK Mahallesi, ÇARŞIBAŞI CADDE, No:350 /1-, İZMİT / KOCAELİ",KOCAELİ,Tehlikeli Atık Geri Kazanım,"Hava Emisyon, Gürültü Kontrolü, Atıksu Deşarjı",İzin ve Lisans Belgesi,10.08.2021,2765
285,528522,222591124,İZAYDAŞ İZMİT ATIK VE ART.ARITMA YAK.VE DEĞER.A.Ş.,"ALİKAHYA ATATÜRK Mahallesi, ÇARŞIBAŞI CADDE, No:350 /1-, İZMİT / KOCAELİ",KOCAELİ, Atık Yakma ve Beraber Yakma,"Hava Emisyon, Gürültü Kontrolü, Atıksu Deşarjı",İzin ve Lisans Belgesi,10.08.2021,2765
286,528522,222591124,İZAYDAŞ İZMİT ATIK VE ART.ARITMA YAK.VE DEĞER.A.Ş.,"ALİKAHYA ATATÜRK Mahallesi, ÇARŞIBAŞI CADDE, No:350 /1-, İZMİT / KOCAELİ",KOCAELİ, Düzenli Depolama - 1. Sınıf (Tehlikeli Atık Düzenli Depolama),"Hava Emisyon, Gürültü Kontrolü, Atıksu Deşarjı",İzin ve Lisans Belgesi,10.08.2021,2765
287,528522,222591124,İZAYDAŞ İZMİT ATIK VE ART.ARITMA YAK.VE DEĞER.A.Ş.,"ALİKAHYA ATATÜRK Mahallesi, ÇARŞIBAŞI CADDE, No:350 /1-, İZMİT / KOCAELİ",KOCAELİ, Düzenli Depolama - 2. Sınıf (Belediye Atıkları ve Tehlikesiz Atık Düzenli Depolama),"Hava Emisyon, Gürültü Kontrolü, Atıksu Deşarjı",İzin ve Lisans Belgesi,10.08.2021,2765
288,528522,222591124,İZAYDAŞ İZMİT ATIK VE ART.ARITMA YAK.VE DEĞER.A.Ş.,"ALİKAHYA ATATÜRK Mahallesi, ÇARŞIBAŞI CADDE, No:350 /1-, İZMİT / KOCAELİ",KOCAELİ, Atık Ara Depolama,"Hava Emisyon, Gürültü Kontrolü, Atıksu Deşarjı",İzin ve Lisans Belgesi,10.08.2021,2765
289,528522,222591124,İZAYDAŞ İZMİT ATIK VE ART.ARITMA YAK.VE DEĞER.A.Ş.,"ALİKAHYA ATATÜRK Mahallesi, ÇARŞIBAŞI CADDE, No:350 /1-, İZMİT / KOCAELİ",KOCAELİ, Biyobozunur Atık İşleme -Biyometanizasyon,"Hava Emisyon, Gürültü Kontrolü, Atıksu Deşarjı",İzin ve Lisans Belgesi,10.08.2021,2765
290,530266,258390614,YEŞİLDÖNGÜ ATIK İŞLEME ENTEGRE TESİSİ SANAYİ VE TİCARET LİMİTED ŞİRKETİ,Yavuz Selim Mahallesi 163. Sokak No:7 Yeşilhisar/KAYSERİ,KAYSERİ,Tehlikeli Atık Geri Kazanım,"Hava Emisyon, Gürültü Kontrolü, Atıksu Deşarjı",Geçici Faaliyet Belgesi,19.08.2021,2764
291,530266,258390614,YEŞİLDÖNGÜ ATIK İŞLEME ENTEGRE TESİSİ SANAYİ VE TİCARET LİMİTED ŞİRKETİ,Yavuz Selim Mahallesi 163. Sokak No:7 Yeşilhisar/KAYSERİ,KAYSERİ, Tanker Temizleme,"Hava Emisyon, Gürültü Kontrolü, Atıksu Deşarjı",Geçici Faaliyet Belgesi,19.08.2021,2764
292,530266,258390614,YEŞİLDÖNGÜ ATIK İŞLEME ENTEGRE TESİSİ SANAYİ VE TİCARET LİMİTED ŞİRKETİ,Yavuz Selim Mahallesi 163. Sokak No:7 Yeşilhisar/KAYSERİ,KAYSERİ, Atık Ara Depolama,"Hava Emisyon, Gürültü Kontrolü, Atıksu Deşarjı",Geçici Faaliyet Belgesi,19.08.2021,2764
293,530266,258390614,YEŞİLDÖNGÜ ATIK İŞLEME ENTEGRE TESİSİ SANAYİ VE TİCARET LİMİTED ŞİRKETİ,Yavuz Selim Mahallesi 163. Sokak No:7 Yeşilhisar/KAYSERİ,KAYSERİ, Atıktan Türetilmiş Yakıt (ATY) Hazırlama Tesisi,"Hava Emisyon, Gürültü Kontrolü, Atıksu Deşarjı",Geçici Faaliyet Belgesi,19.08.2021,2764
